,alpha_daily,beta,r_squared,alpha_t_stat,beta_t_stat,residual_vol_daily
2020-04-02,0.00037788837338850853,-0.016768390417777466,0.1808394363425222,2.3832367769424327,-3.669669664436313,0.0012425565162627321
2020-04-03,0.0003597853125293707,-0.016626406439659888,0.17762697780037873,2.261333143736913,-3.6298188643501463,0.00124643035404762
2020-04-06,0.0003713795207704173,-0.016519903659234662,0.18569698073050667,2.3455166373195304,-3.7297035699488363,0.0012436632754887745
2020-04-07,0.000368648916792094,-0.016547004076440518,0.18594996506160044,2.3265012346744642,-3.732823180734212,0.001244752598925836
2020-04-08,0.00039349440431912,-0.016146258133182153,0.18091635573391818,2.485625213608959,-3.670622361981253,0.0012445568662460159
2020-04-09,0.0003993990458350089,-0.01608726855237974,0.1802128725715626,2.5232945478121986,-3.661906699556404,0.0012446182528918917
2020-04-13,0.00039596192508558416,-0.016051612045146955,0.17943634864745994,2.4993984361850603,-3.6522793819203545,0.0012455295402116287
2020-04-14,0.0004036968003279574,-0.0159813880979335,0.18000680200995167,2.551589159770393,-3.659352536256345,0.0012444898162165096
2020-04-15,0.00040249875949822673,-0.015887283032889173,0.17885559470811396,2.5422049920857925,-3.6450745346939275,0.0012448806865491277
2020-04-16,0.0003992890059091894,-0.01590008381445895,0.1791452874757925,2.5221110222794447,-3.6486689741018528,0.0012448632058877816
2020-04-17,0.0003984047237335935,-0.015976278141604024,0.18180023216362995,2.5171236367798895,-3.6815648788072592,0.0012450425806898272
2020-04-20,0.00038775671140281573,-0.01584878827727231,0.1791421663954128,2.4430850817633143,-3.6486302538306394,0.0012479757890047967
2020-04-21,0.00038101700506502705,-0.01563663986968946,0.17603944024994778,2.394449515820381,-3.610078910703133,0.0012503420745662054
2020-04-22,0.00037704482235132564,-0.01574089055984977,0.17880112734581077,2.3693177479946836,-3.6443986040181686,0.001251132123850961
2020-04-23,0.0003692815642535547,-0.01575163461386647,0.17862896316808263,2.3176094081022405,-3.642261840961358,0.0012526759586876234
2020-04-24,0.0003693029317821571,-0.015792092288200575,0.17972491871587915,2.3188740127751974,-3.6558578951510037,0.0012526644004022289
2020-04-27,0.0003601645482312853,-0.015741501775307795,0.17910642620140804,2.264649898327126,-3.64818685098409,0.001251524081902214
2020-04-28,0.00036949138091160754,-0.01564593104981654,0.17777326370439905,2.3280887974341344,-3.631636254659282,0.001248673671273442
2020-04-29,0.0003594018809726945,-0.015670250657169416,0.17998477726379547,2.2690218540888463,-3.65907951872398,0.0012466482977659139
2020-04-30,0.0003817632557054242,-0.015776949923962072,0.17989508060116755,2.392112256611921,-3.657967584911178,0.0012558850389739293
2020-05-01,0.00033670220836215406,-0.014991724155573632,0.15962003774833833,2.061595810843512,-3.4038528552548057,0.0012850818304919471
2020-05-04,0.000340307278213606,-0.014953084796515304,0.15907620233237496,2.085390005138436,-3.3969503812443533,0.0012839311092570358
2020-05-05,0.00035413031376417103,-0.014766047044038048,0.15715890376376374,2.1836692754584965,-3.372574571956642,0.0012758270221387017
2020-05-06,0.00036681019112490564,-0.01462255244872279,0.1554024843731373,2.270039215302785,-3.3501865939079565,0.0012708017171698227
2020-05-07,0.0003762034171248811,-0.014538531820274349,0.15383129669417828,2.3257857427256554,-3.33011160598909,0.0012723184920868027
2020-05-08,0.0003681640342336669,-0.014607315075750731,0.15538406171220143,2.275636874159979,-3.3499514740179936,0.0012730249007007173
2020-05-11,0.0003534479510574946,-0.014641789422750786,0.15530766434147658,2.179597837624469,-3.34897638307991,0.001275852149504339
2020-05-12,0.00035976999580707733,-0.014523273294640211,0.15428938522605617,2.2229512111946406,-3.335969343831509,0.001272866211457696
2020-05-13,0.00036206585784213756,-0.01434057093957089,0.15149360867343709,2.237832313624872,-3.300156336529751,0.0012718102393833055
2020-05-14,0.0003575013465051245,-0.014406090187909316,0.15275555479269076,2.2085616851109515,-3.316340070034435,0.0012727984287823598
2020-05-15,0.00035988352042689133,-0.014390475207489909,0.15243875907506332,2.2227301842769807,-3.312280255680186,0.001273193257067502
2020-05-18,0.00034866252311590424,-0.014653144771777787,0.15804142194877258,2.149206548692231,-3.3838025921104595,0.001276454628698517
2020-05-19,0.0003524671242128063,-0.014649299022269288,0.15805928028626148,2.1723599359745234,-3.3840296565031682,0.0012763225582421752
2020-05-20,0.0003535992763166154,-0.014676349427381271,0.1590756619801046,2.180277866405026,-3.3969435204486014,0.0012761915149905889
2020-05-21,0.00033773664703749313,-0.014598866209705103,0.15712826744010333,2.0789471812964733,-3.3721845465954887,0.0012784109203489273
2020-05-22,0.000319908567453746,-0.014301174030874404,0.15101612253535968,1.9758517515805571,-3.2940247173362436,0.0012745477025490307
2020-05-26,0.00031280095712316015,-0.0142151980203227,0.14848870543358927,1.9329147899407984,-3.2614927806726803,0.0012740708857589922
2020-05-27,0.0003021717976262119,-0.014254706436819885,0.14949794355989965,1.867250312829276,-3.274498854503713,0.0012739963275945306
2020-05-28,0.00030051357017795197,-0.01413510049758017,0.14440571211788744,1.856658397034408,-3.2086560491994724,0.0012737663299224476
2020-05-29,0.00024460944633751487,-0.013936340557941353,0.15528005859578076,1.5996644480862856,-3.348624013194476,0.0012032391744725849
2020-06-01,0.00024057333813614354,-0.013923293001269604,0.1521388327269244,1.5731333451642089,-3.308434836196259,0.0012038340262504389
2020-06-02,0.00018427062918993854,-0.012727810619997684,0.14535206747492613,1.2891148030558977,-3.2209345582917988,0.0011248107707151976
2020-06-03,0.00016405070061874732,-0.01309493798917763,0.14945816636398268,1.144951144143458,-3.273986639751428,0.0011278360573642877
2020-06-04,0.00014005742852294919,-0.01244990413815552,0.1388771498173298,0.9917286325244067,-3.136517811839372,0.0011112417242796855
2020-06-05,0.0001241950418712805,-0.012312121330071282,0.13762746385322921,0.8824788893321787,-3.120110768617864,0.0011064880211761525
2020-06-08,3.5757768391881064e-05,-0.007500955090230632,0.07011233121928806,0.2979372064204384,-2.144602841080162,0.0009405364813270354
2020-06-09,9.730605975679834e-05,-0.004739479276252258,0.04057911094522437,0.9784956304487532,-1.6062442885415145,0.0007810139770307195
2020-06-10,0.00013171223055583023,-0.005918866448854161,0.06316990755205631,1.3616051360353734,-2.02810119950463,0.0007583704971595907
2020-06-11,0.0001336702186266031,-0.006479299088412259,0.06860612474728034,1.3787009300219757,-2.119725737342681,0.0007582657221140934
2020-06-12,0.00011747207456732018,-0.008952908153778973,0.12109988785192338,1.273409034568937,-2.8991255810272722,0.0007237851113752916
2020-06-15,9.903060314693405e-05,-0.00759861186144047,0.07182338803526311,1.0674032923731742,-2.1726138856827992,0.0007204962926759039
2020-06-16,0.00012046365901860945,-0.005165614222371213,0.0376498746544508,1.3988187149960465,-1.544827995743155,0.000670550060538785
2020-06-17,0.00016119722739196715,-0.007623138010343874,0.08137441046657246,1.9695336849040104,-2.3245536583582536,0.000633583323453545
2020-06-18,0.00013092506505019792,-0.0074926278949407985,0.08700018491319506,1.6881168959761075,-2.4109580873055525,0.0006005087311816115
2020-06-19,8.156203443537271e-05,-0.0045280951737805344,0.041169767238721455,1.1962429941492596,-1.6183902884933257,0.0005248477765011709
2020-06-22,5.7051069711435944e-05,-0.0036754917407468032,0.0282258303211409,0.8548748997363843,-1.3310844354202596,0.0005110090229302012
2020-06-23,6.284310416590642e-05,-0.00018469343828368754,6.403401979648837e-05,0.9979018329482212,-0.06250060275950513,0.0004858189844015189
2020-06-24,4.7970624477171745e-05,-0.0006752490072381082,0.0009585248939778523,0.8005160451466219,-0.24192171724133701,0.00046505824178930106
2020-06-25,3.6364911159658336e-05,-0.003212495850611688,0.021393235720676196,0.6466533045619368,-1.1547794561585905,0.0004383005834367113
2020-06-26,4.798991010057498e-05,-0.003941340615411594,0.03166652561162653,0.856116983045427,-1.4123835571440946,0.0004365318160386559
2020-06-29,4.4689657761746205e-05,-0.004489813538483935,0.040347287162241896,0.8069612579144478,-1.6014561053166778,0.00043200714517131083
2020-06-30,4.941415002649806e-05,-0.004789194994861062,0.04567163937248231,0.8935126488462981,-1.708595675150489,0.0004299601369834112
2020-07-01,3.456683086611674e-05,-0.00397274469057666,0.028959771241541143,0.6203409205104775,-1.3487885476186465,0.00042910566173039096
2020-07-02,3.796225587046301e-05,-0.004196955298064841,0.031364843474621096,0.6795670572154636,-1.4054207650599895,0.00043132157055445934
2020-07-06,4.0022538691478595e-05,-0.004660539847568617,0.038074688005339974,0.7128527896477147,-1.5538618986016486,0.0004311259607032153
2020-07-07,4.470955442419627e-05,-0.003196959054857535,0.015230934270884067,0.8111001433256836,-0.9713170016940141,0.0004274159457410806
2020-07-08,4.882796537574538e-05,-0.003234014851590455,0.01569922736794538,0.8877936041511116,-0.9863706568894735,0.00042599867843773267
