Date,SPY,QQQ,TLT,GLD,HYG,SHY
2020-03-16,-0.29109776062474224,-0.28559362228994223,-0.04308486133855971,-0.102464979526671,-0.14053232034140017,-0.002885044827766192
2020-03-17,-0.252822524410522,-0.23141180282046436,-0.10689457435098948,-0.09029846157059263,-0.1324654974075996,-0.005192348857864015
2020-03-18,-0.2906543053212961,-0.2547893056929019,-0.1572771349566433,-0.10842152509379976,-0.170752622563217,-0.00646106114436984
2020-03-19,-0.2891469224764528,-0.25031640742626615,-0.13433310961368106,-0.1252772611261238,-0.18938493794523104,-0.004730684765145932
2020-03-20,-0.31978067271172694,-0.2796859918115905,-0.06923933528416892,-0.112160175033716,-0.20756260254500192,-0.002077183487184109
2020-03-23,-0.3371726975633845,-0.2791656558488056,-0.030883298880507115,-0.07293577520373729,-0.22028706476994242,-0.0009234298287860154
2020-03-24,-0.277118259057449,-0.22334639495971664,-0.04892297779806187,-0.027945020786607433,-0.18813508784842614,-0.0023079138901940244
2020-03-25,-0.26629663695460215,-0.22909741687402507,-0.05108260624446315,-0.041252104477213725,-0.1652995414447629,-0.001154160231795709
2020-03-26,-0.2234557752280718,-0.18850118989770537,-0.0464125211415074,-0.028958824764780178,-0.12712609414175347,-2.220446049250313e-16
2020-03-27,-0.24658557675690196,-0.21641105418609563,-0.020958522376440025,-0.03523222637735213,-0.12485350714060672,-0.00023093368970861228
2020-03-30,-0.22211815492984055,-0.18790916409310376,-0.029015007114285396,-0.030986626102904702,-0.11735501284165717,0.0
2020-03-31,-0.23371264076596887,-0.19484457167925218,-0.03689656098150329,-0.06184649044945423,-0.12439922012749205,-0.00023037238929490833
2020-04-01,-0.26819935926482574,-0.22905519135675745,-0.023402936991597345,-0.052975101322383256,-0.14843441648824862,0.0
2020-04-02,-0.25131277278595865,-0.2134087664583475,-0.01720583102902118,-0.037450122004564435,-0.14181187825035357,0.0
2020-04-03,-0.26213444423838284,-0.22457260527365985,-0.014867405836398562,-0.03269757139558582,-0.16019495115126314,-0.00023052809416446163
2020-04-06,-0.21257473623391088,-0.16913357447756117,-0.017439931273322884,-0.0058931163435064216,-0.1397567039315809,-0.0009231279189223507
2020-04-07,-0.21177206535581716,-0.16947184630339307,-0.027729388708421787,-0.011216046510638567,-0.1397567039315809,-0.0011541637842191754
2020-04-08,-0.1853123023857859,-0.15183794915473126,-0.03480383365996409,-0.0200241031049766,-0.11737689961754583,-0.0005770311149961849
2020-04-09,-0.17291514567156363,-0.15061153840320596,-0.03304990738006408,0.0,-0.05960096466722642,-0.00023052809416401754
2020-04-13,-0.18046627257410086,-0.1414351050256183,-0.04187795645520709,0.0,-0.07307473066836934,-0.00011526404708184224
2020-04-14,-0.1562958365044551,-0.10409525381845264,-0.04211184192864259,0.0,-0.06919264715886053,-0.00011526404708184224
2020-04-15,-0.1742230575241378,-0.11437122095818097,-0.01673784531128386,-0.005101958505246529,-0.0778702384591522,0.0
2020-04-16,-0.17023955962805837,-0.09821722128970489,-0.005570726730919406,-0.005962539990072679,-0.07878372336861428,0.0
2020-04-17,-0.14782261274626562,-0.0895905881994511,-0.018901017476979698,-0.025264233689471838,-0.07410231782775556,-0.00034573411706484425
2020-04-20,-0.16283653080760885,-0.1003739964841911,-0.011008188139279396,-0.018318145203498726,-0.08803261408497132,-0.00034573411706484425
2020-04-21,-0.18825565923682464,-0.1335697338716728,0.0,-0.025018393463670408,-0.10470275878869295,-0.00011480484039916306
2020-04-22,-0.17023955962805815,-0.10785893710756389,-0.010216815802860713,-0.005839666775345642,-0.09682455014793945,-0.0004613510164591661
2020-04-23,-0.17029887782021735,-0.10976182469822604,-0.004962199100464804,0.0,-0.09728095914763624,-0.0005765618863559085
2020-04-24,-0.15873360693397087,-0.09572250833202323,-0.002627254735942719,-0.004285520778353313,-0.10573058846083161,-0.0005765618863559085
2020-04-27,-0.14660427037685997,-0.0884488289200428,-0.02119228746698365,-0.010897507158104114,-0.10207670945117131,-0.0005765618863559085
2020-04-28,-0.15052835138162524,-0.10561757725348786,-0.009924505431439634,-0.015305498077938018,-0.09933661849191333,-0.00023052324716787975
2020-04-29,-0.1282907408644801,-0.07390180415871916,-0.01506181195542966,-0.009856744498886072,-0.08346549267860137,-0.0003457341170646222
2020-04-30,-0.13640696977900957,-0.07428216787676412,-0.026563034812170483,-0.027794743405903155,-0.08163840160330105,0.0
2020-05-01,-0.15926904984988344,-0.10037399648419121,-0.01822725662319946,-0.02179501431620845,-0.0974790920662082,-0.001476106476723693
2020-05-04,-0.15695031060130582,-0.08988670132054288,-0.022845460246218252,-0.018366597693525888,-0.09874143156975312,-0.001476106476723693
2020-05-05,-0.1491608745890044,-0.07956844185101963,-0.029100001458334912,-0.01420345363930653,-0.0909411301506533,-0.0015912594060987217
2020-05-06,-0.15492855711014397,-0.07390180415871894,-0.044766379031545345,-0.026876450888165815,-0.0961031959664318,-0.001245091048866609
2020-05-07,-0.1447314539106035,-0.06197670340709793,-0.028807691086914056,-0.011938269817322489,-0.09380884344577234,-0.0005537680045557547
2020-05-08,-0.13057987036655572,-0.049121371837570815,-0.041434190920063396,-0.01787681054495016,-0.0852055823040393,-0.0007841752303209271
2020-05-11,-0.1304016196926132,-0.040621682549229265,-0.04891673593757617,-0.02399900977612557,-0.08933539258995093,-0.0011299381194919134
2020-05-12,-0.14773378350675914,-0.0607082007633597,-0.03915457749892104,-0.02020327614634765,-0.09048187162611798,-0.0008992267926808406
2020-05-13,-0.1628069210611065,-0.07246413219580072,-0.03243208233930628,-0.010775037016623745,-0.09529950870554182,-0.0008992267926808406
2020-05-14,-0.15278787113719872,-0.061934544702357486,-0.02296223427207178,-0.002020336956369384,-0.09839730597433893,-0.0011299381194919134
2020-05-15,-0.14889339987893546,-0.05584525096221693,-0.025475931897473658,0.0,-0.09713551212448668,-0.0005537680045559767
2020-05-18,-0.12296888242650661,-0.038253445705768274,-0.04687109949018298,-0.007564144999551381,-0.08119096557543692,-0.0013604467122724229
2020-05-19,-0.13197705560483375,-0.04066397487902407,-0.04330525609648306,0.0,-0.08004406214195348,-0.0007841752303209271
2020-05-20,-0.11723110574933426,-0.02150762067027212,-0.04044112916300968,0.0,-0.07029347316942058,-0.0007841752303209271
2020-05-21,-0.12332558117270187,-0.03216435240320936,-0.03804399110244072,-0.01457633759763921,-0.0705230114894062,-0.0010146838231015476
2020-05-22,-0.12166082252520016,-0.028823325161938418,-0.032257082146291194,-0.008745746954126998,-0.06822890148149907,-0.0010146838231015476
2020-05-26,-0.11083934847108601,-0.0314451823591142,-0.04523401128751203,-0.022836286949393214,-0.0612319841823491,-0.0010146838231015476
2020-05-27,-0.09760931893733793,-0.0261593092600223,-0.04698787351603673,-0.02107501578703208,-0.05928218165442045,-0.001245091048866831
2020-05-28,-0.09927427498314967,-0.027427678278705958,-0.0504954907425752,-0.017795279589401858,-0.0583639071181018,-0.0007841752303211491
2020-05-29,-0.09526077254394827,-0.013176900263528468,-0.04371412603273661,-0.010567812322355374,-0.0545788893376733,-0.0007841752303211491
2020-06-01,-0.09160426494840657,-0.010216904865575138,-0.050152996492275226,-0.0060126952388315225,-0.047427552043540766,-0.0008996322607419671
2020-06-02,-0.08408230364617386,-0.0035776772130459156,-0.05360635508053846,-0.012450579222356928,-0.03798501489452799,-0.0008996322607419671
2020-06-03,-0.07189295800281892,0.0,-0.06619028440104868,-0.03067104755645289,-0.03349343621047729,-0.0017073246386115626
2020-06-04,-0.07433122192810993,-0.007013445747475644,-0.07971108669114924,-0.02046762977292438,-0.036487498649508066,-0.0014765119447851527
2020-06-05,-0.050606412543320545,0.0,-0.08626673117654149,-0.04032796620583534,-0.02739054217242287,-0.0018227816690322696
2020-06-08,-0.03913076048982034,0.0,-0.08275450303805443,-0.029942258478799055,-0.026238909740270877,-0.00205329026181289
2020-06-09,-0.04629562824923805,0.0,-0.072335986645083,-0.020589125510564577,-0.03383932002334511,-0.0017073246386115626
2020-06-10,-0.05161719058974645,0.0,-0.058581957994806255,-0.006559287047071538,-0.03522103642917507,-0.0011301408535225876
2020-06-11,-0.106290501815127,-0.04954922610576251,-0.04078737648117481,-0.013726052782345066,-0.059979587701645465,-0.001592171709236534
2020-06-12,-0.09558786154364107,-0.04199486434047006,-0.050036008005400756,-0.012329176158810795,-0.05065218348175371,-0.001245901984989417
2020-06-15,-0.0871445436294187,-0.03033859713730369,-0.049509291738189076,-0.014090447321171928,-0.04143942716547866,-0.0014765119447851527
2020-06-16,-0.06957412005508601,-0.01368700685325741,-0.06408299041016063,-0.01457633759763921,-0.03752357375522197,-0.001592171709236534
2020-06-17,-0.07343898156684714,-0.010559692176137503,-0.06021979681105005,-0.012693570697637657,-0.04201503118289651,-0.001245901984989417
2020-06-18,-0.07308238151980695,-0.007879182573229282,-0.05026998497914992,-0.014637039129412166,-0.042360733111200366,-0.0013608521803336604
2020-06-19,-0.0783794664698737,-0.008041528808724885,-0.04950929173818919,-0.003765533800002885,-0.04558506140847329,-0.0011301408535225876
2020-06-22,-0.07246728838580385,0.0,-0.049391981559783305,0.0,-0.04627628338051659,-0.0013608521803336604
2020-06-23,-0.06819687204611924,0.0,-0.05588832757291007,0.0,-0.04489377880824175,-0.0011301408535225876
2020-06-24,-0.09196599735150679,-0.020615768519055555,-0.045762979395442716,-0.0034839130582626776,-0.0546825029110628,-0.001014987924147337
2020-06-25,-0.08223139839232885,-0.011292501613880068,-0.0430120878809791,-0.004084530833927458,-0.054336861610947085,-0.001014987924147337
2020-06-26,-0.10402999506800303,-0.034640695003135824,-0.03276857168102276,0.0,-0.06331947332535581,-0.0006688195669155572
2020-06-29,-0.09086125770951414,-0.02411195399435717,-0.03581284587201139,0.0,-0.06861595183405766,-0.0004376014050279098
2020-06-30,-0.07921564571109219,-0.0049832051895156715,-0.040494851648733454,0.0,-0.060094963143518476,-0.0005533625364947392
2020-07-01,-0.07276545853307959,0.0,-0.04235841068942359,-0.004481089931769877,-0.05716880427511195,-0.0008883805220444296
2020-07-02,-0.06765955384626132,0.0,-0.04136223924756777,-0.002330163117800099,-0.050230514433813434,-0.00042614693229992007
2020-07-06,-0.05326674956737665,0.0,-0.04528859161731902,0.0,-0.043407418149824295,-0.0007728221246084965
2020-07-07,-0.06303085957390164,-0.006889037066915127,-0.03186880046803964,0.0,-0.049767557589806555,-0.0005419080637667495
2020-07-08,-0.05586451132715875,0.0,-0.035736712209608945,0.0,-0.047223962588042956,-0.0005419080637667495
2020-07-09,-0.06123937121137091,0.0,-0.020383447726841863,-0.0027044004055614135,-0.04930526765586829,-0.0003109940029251135
2020-07-10,-0.05165430147202843,0.0,-0.025305971538449046,-0.0052912805918138295,-0.04606735864447031,-0.0006571623601572263
2020-07-13,-0.0598661698677595,-0.020570220397651218,-0.022083051317091096,-0.004056690318433032,-0.05127131853819633,-0.0006571623601572263
2020-07-14,-0.047682548775394684,-0.013637637935249858,-0.020676401481325546,0.0,-0.04317642475332528,-0.0005419080637669715
2020-07-15,-0.03893316478149589,-0.011629927351492597,-0.025247638140777684,0.0,-0.037740683296655475,-0.00042614693230036416
2020-07-16,-0.042098841479187854,-0.01837298365557949,-0.020618175314164322,-0.009451688651900159,-0.036815800287838596,-0.00042614693230036416
2020-07-17,-0.03932184205391298,-0.017236483952774773,-0.022669173287078737,-0.0012915417719435718,-0.03415610230594468,-0.00019543560548906935
2020-07-20,-0.03155806782191328,0.0,-0.020266780931498807,0.0,-0.028374113267278678,-0.0004261469323001421
2020-07-21,-0.029497328164523773,-0.0104206141825256,-0.019680122808959144,0.0,-0.023863739844930287,-0.0001954356054888473
2020-07-22,-0.023973136458786293,-0.006935054981345834,-0.016750370803105152,0.0,-0.02189823461629481,-0.00031099400292489143
2020-07-23,-0.03561884715636321,-0.0328737001058137,-0.005264481909355023,0.0,-0.022592306113176863,-0.00031099400292489143
2020-07-24,-0.04182998498094903,-0.042057279827198424,-0.005323458690089433,0.0,-0.021666998707043583,-0.0001954356054888473
2020-07-27,-0.034842380903923775,-0.024964518914554867,-0.009015190703029141,0.0,-0.019353608935334332,-0.0005419080637667495
2020-07-28,-0.04096409729407324,-0.03737181375241305,-0.002158550174871654,0.0,-0.02189823461629492,-0.0003109940029251135
2020-07-29,-0.029169252173280924,-0.026276517995114768,-0.0038578320735894733,0.0,-0.01646285692875349,-7.99785750680293e-05
2020-07-30,-0.032632901619938814,-0.021178923874611177,0.0,-0.007400261112961215,-0.01438118809179989,0.0
2020-07-31,-0.024988652064652617,-0.0037111033834226204,-0.0006433583992867531,0.0,-0.012531179561413697,0.0
2020-08-03,-0.018210191497087358,0.0,-0.005674729072431495,0.0,-0.012286847963542069,-1.0132830263742676e-07
2020-08-04,-0.014417676465946383,0.0,0.0,0.0,-0.012635278160308405,0.0
2020-08-05,-0.008296453571571938,0.0,-0.0087429856679212,0.0,-0.01089361220198104,-0.0002310018224827015
2020-08-06,-0.0016674235246868507,0.0,-0.00320545600829103,0.0,-0.008688140605013883,-0.0002310018224827015
2020-08-07,-0.000950670261026354,-0.011542301288601009,-0.00985053421425841,-0.01588530528005727,-0.011126060674993332,-0.0003466040503129486
2020-08-10,0.0,-0.015766388682657118,-0.014279876111383816,-0.019289316132535483,-0.010661709382661089,-0.0005777071893846575
2020-08-11,-0.008254387451896883,-0.03440890571821309,-0.02599553656657394,-0.07194799624609716,-0.01960200262180556,-0.0008089116450450407
2020-08-12,0.0,-0.010122556766809399,-0.03485432689685264,-0.07628033076842866,-0.019370039174297582,-0.0010397108343501715
2020-08-13,-0.0018075236592829391,-0.00786481725828625,-0.045170956233295145,-0.05446385884695393,-0.022040225832725246,-0.001155110429002626
2020-08-14,-0.0017779419031941357,-0.009029924323172067,-0.048901741395298015,-0.058538378148664916,-0.023781406765548074,-0.0010397108343501715
2020-08-17,0.0,0.0,-0.04651117946462646,-0.03811439173196984,-0.017976318387232126,-0.0009239059733423538
2020-08-18,0.0,0.0,-0.03969255406916461,-0.029449722687306834,-0.016466858389165062,-0.0008089116450448186
2020-08-19,-0.004163859689055638,-0.006727144390755391,-0.04569532656275532,-0.06008558426508703,-0.019253390540475035,-0.0008089116450448186
2020-08-20,-0.0010631214189685823,0.0,-0.03706889130938695,-0.05358708248158983,-0.016002870865961083,-0.0008089116450448186
2020-08-21,0.0,0.0,-0.031298900036818345,-0.061168707244757425,-0.016118731333338965,-0.0009239059733421318
2020-08-24,0.0,0.0,-0.032873076385479316,-0.06648099143960617,-0.011590775736453951,-0.0010397108343501715
2020-08-25,0.0,0.0,-0.04027466692576187,-0.0653463211554467,-0.010545727658907156,-0.0009239059733423538
2020-08-26,0.0,0.0,-0.04394653766432066,-0.05430913823531147,-0.0106617093826612,-0.0009239059733423538
2020-08-27,0.0,-0.003116612475827951,-0.060208836183384795,-0.06524314784829344,-0.012171290637104426,-0.0010397108343502826
2020-08-28,0.0,0.0,-0.06090835174275855,-0.04899685404046261,-0.011358084750689557,-0.0006931067840373339
2020-08-31,-0.003622483344232319,0.0,-0.054671519595810625,-0.04672751347214377,-0.012751502396814662,-0.00034660405031317065
2020-09-01,0.0,0.0,-0.04385928465744804,-0.0455928431879844,-0.007377904832903792,-0.0005894599136864187
2020-09-02,0.0,0.0,-0.03475631375115884,-0.05812576361822719,-0.006212085404746381,-0.00047385768585628263
2020-09-03,-0.03441432170991765,-0.050700353336200044,-0.03201311756804648,-0.06575893568588409,-0.012390097767804087,-0.0005894599136864187
2020-09-04,-0.0422982073098116,-0.06335056654338689,-0.05039420461053812,-0.06318015389428078,-0.01507137938464631,-0.0009357600142331224
2020-09-08,-0.06846530772463533,-0.10836959718756356,-0.04455901328887779,-0.06498533262767303,-0.02055040936758923,-0.0008201577864028753
2020-09-09,-0.050069821071031084,-0.0821774170105859,-0.04712631848988147,-0.05590797035439743,-0.012856571046718335,-0.0007046568751615245
2020-09-10,-0.06656426366121915,-0.10047571661463639,-0.04228372334042396,-0.058950913980927555,-0.01751978813115962,-0.0008201577864028753
2020-09-11,-0.0660890257465665,-0.1067182013308896,-0.04024110807696468,-0.059002539983591396,-0.015537913291748473,-0.0005894599136864187
2020-09-14,-0.05378819044408678,-0.09116142722694376,-0.040299596356296985,-0.051575635832066036,-0.016586962829707175,-0.0007046568751615245
2020-09-15,-0.049007720236689756,-0.07827991441080961,-0.04263369419216667,-0.05384497640038488,-0.013905741841053088,-0.0005894599136864187
2020-09-16,-0.05278162489784688,-0.09297827523632407,-0.04549248196558087,-0.05116302130162853,-0.013905741841053088,-0.00047385768585628263
2020-09-17,-0.06111265735152349,-0.10714756425362482,-0.042575632056946144,-0.05637213218932424,-0.014955033891763891,-0.0007046568751615245
2020-09-18,-0.07192180187892283,-0.11854292498776564,-0.04555107678094117,-0.05513436729618637,-0.017402957612772663,-0.0005894599136864187
2020-09-21,-0.08225081103697818,-0.11642892991319687,-0.04070794895134433,-0.07411416350726285,-0.02533009320128876,-0.0007046568751615245
2020-09-22,-0.0729043421757345,-0.10001311739674157,-0.04146637893416216,-0.07860129733941146,-0.021948980409698837,-0.00047385768585639365
2020-09-23,-0.09440435307950157,-0.12749385519248324,-0.04018261979763238,-0.09850949591851588,-0.031857930209437835,-0.00047385768585639365
2020-09-24,-0.09199046234559671,-0.12343116091253303,-0.03650670069001227,-0.09515703237052675,-0.031275596463145705,-0.0005894599136866407
2020-09-25,-0.07731075773049423,-0.10305199834006051,-0.03650670069001227,-0.09773581416213006,-0.033023446496654785,-0.00047385768585639365
2020-09-28,-0.06198551314421463,-0.08442341956467525,-0.03924936419298508,-0.08865853058702944,-0.02672884612796267,-0.0003579515082597906
2020-09-29,-0.06709411281591882,-0.08855211758438597,-0.03814064375034065,-0.08097373251670881,-0.025912548203956498,-0.00047385768585639365
2020-09-30,-0.060020802169813425,-0.08230921611208053,-0.047360058535155014,-0.08649236332586374,-0.021948980409698504,-0.0003579515082597906
2020-10-01,-0.053986029132648716,-0.06774348790016516,-0.04578854558719225,-0.07834340342061641,-0.018589269368493033,-0.0005891559639200628
2020-10-02,-0.06296786863141557,-0.09396911275032838,-0.04935206918534851,-0.07916863248149153,-0.018589269368493033,-0.000473655052678712
2020-10-05,-0.046351636507587335,-0.07464663514810088,-0.06792683872661287,-0.07468149864934293,-0.011213910919488201,-0.0008203604195805569
2020-10-06,-0.05990871514075036,-0.09116142722694365,-0.06290345193776203,-0.08556396095783592,-0.01343829851112921,-0.0008203604195805569
2020-10-07,-0.04354465573111377,-0.0754394093483175,-0.06973741852124538,-0.08597657548827342,-0.00992568317964293,-0.0009363679137660563
2020-10-08,-0.03506808570878506,-0.07051824969542952,-0.06471392519636654,-0.08272728524743733,-0.007701659357130186,-0.0009363679137660563
2020-10-09,-0.02645133759652285,-0.05631541181593003,-0.06488960310641945,-0.066068376909169,-0.005477271765489178,-0.0009363679137660563
2020-10-12,-0.010789185089414066,-0.027183538636046944,-0.06191053615747488,-0.06875033200792535,-0.00044349519564057527,-0.0007047581917503098
2020-10-13,-0.017244677205990544,-0.027216253986141248,-0.05519301345251659,-0.08339779369667011,-0.004891967237982131,-0.0008203604195805569
2020-10-14,-0.023419535928283386,-0.03534153835702869,-0.053031610517917716,-0.08056111798627152,-0.007350440263713343,-0.0008203604195805569
2020-10-15,-0.024626804712055028,-0.04181553106025537,-0.05466779083483264,-0.07720873313645726,-0.008052696565983175,-0.0005891559639200628
2020-10-16,-0.025216070156686587,-0.04706686569546514,-0.057295928107783056,-0.0804063973746294,-0.009223669390125422,-0.0007047581917503098
2020-10-19,-0.04003623007613899,-0.06262395236645002,-0.06085913209785543,-0.0799422355397027,-0.012735799696107386,-0.0007047581917503098
2020-10-20,-0.03619071169072441,-0.06060883266525585,-0.06979601333660523,-0.07550672771021816,-0.00922366939012531,-0.0008203604195805569
2020-10-21,-0.038015521789608764,-0.06133565522021833,-0.07300850072273946,-0.06854398539361961,-0.009340803049452395,-0.0008203604195805569
2020-10-22,-0.03273837575268468,-0.0613685789483388,-0.08264638902525412,-0.07767289497138408,-0.007584768210555537,-0.0011675723694265505
2020-10-23,-0.029454493775059154,-0.05951943234491619,-0.07703918480335903,-0.07865284464390132,-0.0064136135018491025,-0.0010513622420633695
2020-10-26,-0.047390081711722654,-0.07362266552795005,-0.06845227441635204,-0.07911700647882802,-0.015194272721838264,-0.0009363679137660563
2020-10-27,-0.05067405609415365,-0.06638923910867955,-0.06220244487399684,-0.07669294529886694,-0.014726223110034464,-0.0009363679137660563
2020-10-28,-0.08312089468550521,-0.10278756662496658,-0.06132639911634674,-0.09159830090640708,-0.02292103214882424,-0.0009363679137660563
2020-10-29,-0.07380233207552034,-0.08709868085248695,-0.07043810597692612,-0.09536337898483371,-0.020111218773300132,-0.0007047581917503098
2020-10-30,-0.08345780260633406,-0.11025250103121065,-0.07960904686903325,-0.09123731237863342,-0.018004207353738422,-0.0008203604195805569
2020-11-02,-0.07318497557001868,-0.10827072181418895,-0.07271510050182661,-0.0824178440241532,-0.01566444432022407,-0.0008321131438824292
2020-11-03,-0.05682110096999293,-0.09284585100075105,-0.07809474376806791,-0.07720873313645737,-0.007198869793569651,-0.001063520232720383
2020-11-04,-0.03574153193122098,-0.05235174919287355,-0.05809622674957671,-0.07772444227587316,0.0,-0.0008321131438824292
2020-11-05,-0.016935952750836814,-0.027645616908876458,-0.056458981072382675,-0.0565269314991419,0.0,-0.001063520232720383
2020-11-06,-0.017160496428185845,-0.026919002731939923,-0.06786153214149304,-0.055185914600676345,-0.0035073450769355086,-0.0009479180048901359
2020-11-09,-0.004810594173989102,-0.04680295492543651,-0.08745052466862979,-0.09701375840840876,0.0,-0.0012951299547361295
2020-11-10,-0.006269943267146805,-0.06387911740653529,-0.09271340444826215,-0.09402236208636794,-0.001397100302350851,-0.0014101242830334426
2020-11-11,0.0,-0.04293837605378048,-0.0894385934857902,-0.0979421607764368,-0.0017462552902386408,-0.0016419366382266487
2020-11-12,-0.009700772993715523,-0.047430485350972384,-0.07394292822369464,-0.09247507727177084,-0.00850016767245143,-0.0015260304606298236
2020-11-13,0.0,-0.03907410974916359,-0.07517064940953433,-0.086286016711558,-0.005123541722520164,-0.0015260304606298236
2020-11-16,0.0,-0.031576147425786294,-0.07739288441607994,-0.08633764271422184,0.0,-0.0012951299547359074
