,alpha_daily,beta,r_squared,alpha_t_stat,beta_t_stat,residual_vol_daily
2020-04-02,-0.0007212773725190542,0.4421201177828991,0.8217412436552597,-0.7883827661455478,16.768994561487904,0.007169436113325133
2020-04-03,-0.0009890192572206728,0.4443797804614629,0.8148422240477353,-1.0498221160506904,16.384406051619834,0.007380370510478645
2020-04-06,-0.0010426444996703612,0.4405868990270983,0.820915271925043,-1.106988851078518,16.721868705455446,0.007398035075227085
2020-04-07,-0.0010549446624216897,0.44061945569117544,0.8210251628732073,-1.120431869939659,16.72812108362977,0.007396352357637125
2020-04-08,-0.0008435011796246138,0.44601186807002624,0.820638613893792,-0.8778998302567083,16.706151513487644,0.00755357523435307
2020-04-09,0.00011663763939042098,0.4583808701888149,0.7096975009655819,0.08624310186271192,12.21170117143582,0.010634362135022467
2020-04-13,-6.893053521832271e-05,0.4593081811783765,0.7077225639400737,-0.0505991234477669,12.153428046963839,0.01071037695155338
2020-04-14,-0.00017222573159163238,0.4561304919272792,0.7049329776761666,-0.1258209951808573,12.071979643946001,0.01076692556369107
2020-04-15,-0.0001758346226619878,0.4560008283846462,0.7057831598607345,-0.12840880444518782,12.096696928894199,0.010766718081179752
2020-04-16,-0.00021409517802298842,0.4557904806859158,0.7054121326090966,-0.1562652405246324,12.085898754276009,0.01077315677009188
2020-04-17,-0.0002771546157326971,0.45377774581919106,0.7042744003979671,-0.20183364063458556,12.052895973860203,0.010801718005237545
2020-04-20,-0.00035151348273445345,0.45516512193472836,0.7049249495539045,-0.2551459049255459,12.071746681268475,0.010832752321385742
2020-04-21,-0.00039916924818845124,0.4565299299464851,0.7076891085286763,-0.28922748462584613,12.152445293251722,0.010844453902229424
2020-04-22,-0.0004488825463629861,0.4562133606249319,0.70893942808903,-0.3255189434278866,12.189272710118834,0.010841514462538962
2020-04-23,-0.00039932843950078885,0.45632709514619696,0.7093097082378859,-0.2897735048977156,12.200218412101455,0.010834102203903302
2020-04-24,-0.0006510283008671875,0.4535631973382755,0.7007866508186498,-0.4653440554854835,11.952736486947993,0.011004107674274299
2020-04-27,-0.0006987084308995484,0.4534436983113627,0.7007119600987122,-0.4996107951963782,11.950608017197034,0.011005340673304725
2020-04-28,-0.0006795796295835588,0.45259042454844894,0.699242448910729,-0.48540006384068624,11.90886960738435,0.01101500520735865
2020-04-29,-0.000582952401497088,0.45462088438563253,0.7018203628963681,-0.41541775187102403,11.982264690442454,0.011044608502656442
2020-04-30,-0.00047770950841217053,0.45396763855070116,0.7000797771180935,-0.33934810196004755,11.93261995011074,0.011077857610202049
2020-05-01,-0.0006236826204504832,0.4562557605666137,0.703054442567072,-0.4430111167206722,12.017689522978333,0.011077387784356676
2020-05-04,-0.0006092520720897515,0.4564560078719346,0.7032154636855117,-0.4328567752626836,12.02232569812697,0.01107415421957528
2020-05-05,-0.0005220980831046622,0.45715352423985367,0.7027776016694558,-0.3702964755980079,12.009726194051275,0.011092209812554921
2020-05-06,-0.0005440352715890636,0.4573746246213495,0.7025246559044995,-0.3856304901386571,12.002458559826358,0.011094952634280517
2020-05-07,-0.0005801382259279891,0.4570007862635146,0.702419004467953,-0.411134303021585,11.99942534099927,0.011099171860636827
2020-05-08,-0.000563977131562525,0.45758923952578867,0.7035911619009234,-0.39972260123808956,12.03315554958251,0.011102001718346473
2020-05-11,-0.0006044479966013368,0.4576681077102158,0.7031007007496305,-0.42796707721604654,12.019021072617981,0.011112194422245236
2020-05-12,-0.00048090419817932125,0.4558714090116136,0.7003368819021434,-0.3388171861512844,11.939929693704363,0.01116299898123785
2020-05-13,-0.0004330471048468303,0.45527438240581364,0.6999411683889935,-0.304737780765334,11.928682508679795,0.011170461683776152
2020-05-14,-0.0005895077537313169,0.45392439912559385,0.6973159140883305,-0.413151971008623,11.85454561069417,0.0112194398607178
2020-05-15,-0.0005870632113345077,0.4539270818713396,0.6973915103853676,-0.41146633696009544,11.856668883819564,0.01121940104636161
2020-05-18,-0.0005104006773649454,0.4555127127461085,0.7008041090952561,-0.3575154982880545,11.953234095956795,0.0112329710075049
2020-05-19,-0.000389796894761286,0.454963198670012,0.699347764814283,-0.2722934873871823,11.911852158530078,0.011260942363651464
2020-05-20,-0.00039993228263460797,0.455761581709203,0.7010019032132598,-0.2795562769092958,11.958874384039497,0.011257281992475473
2020-05-21,-0.00041379237592530473,0.4559797073524118,0.7012613490290089,-0.28938045355303726,11.96628001246044,0.01125250025519197
2020-05-22,-0.00045659714488432567,0.45781499531566006,0.700996123399277,-0.3198164640583342,11.958709499039859,0.011238722652116982
2020-05-26,-0.0005365692598521632,0.46071351868075805,0.7031824578411363,-0.3770770577711777,12.021375118429994,0.011202988907985344
2020-05-27,-0.0006555577340132982,0.46015929628146435,0.7029869878343395,-0.46048513520672163,12.015748306120454,0.01120758699830894
2020-05-28,-0.0007452533165519421,0.4643230865463589,0.7032552045126043,-0.5252392014480411,12.023470428474676,0.011166175974303118
2020-05-29,-0.0008107192681367039,0.46485745895134517,0.7047455643419396,-0.5727585753272918,12.06654335509239,0.01113798236754322
2020-06-01,-0.0005250212075124949,0.4711555160098586,0.7087336508305335,-0.37360379109157593,12.183197602562219,0.011062422183810738
2020-06-02,-0.000580432402280388,0.47524002871091797,0.7117136211699082,-0.41433479923619104,12.27172161867821,0.011023390217184726
2020-06-03,-0.0005095120730272144,0.4779690741589824,0.7110697929924541,-0.3645983080363085,12.252495678458452,0.011000050304536825
2020-06-04,-0.0005925483495433313,0.4796631935522301,0.7099204681922242,-0.4242321467585878,12.218312356270644,0.010990449663233063
2020-06-05,-0.0005822727140421727,0.4783572818257924,0.7095271843634583,-0.4166138278613446,12.206655556352754,0.010988528575157624
2020-06-08,-0.0005449884790034795,0.47223539559589534,0.6868213680695228,-0.38899459195001085,11.566201533270888,0.010979276886659391
2020-06-09,-0.00048403954484040274,0.47866870222489477,0.6876362634164933,-0.34769452049537664,11.588147078403699,0.010933540228988747
2020-06-10,-0.0004930034497297385,0.4799889982942632,0.6808977380264909,-0.35353595787590475,11.408825087283219,0.010932585227968096
2020-06-11,-0.0005843156445099473,0.48779887877974726,0.6687852891561861,-0.4191253662731682,11.098223447671776,0.010903361275589295
2020-06-12,-0.0003942502488619737,0.5029794074365869,0.6598067999475126,-0.2854057098780208,10.87703426853748,0.010838077499306965
2020-06-15,-0.00032396352542120093,0.504831727649145,0.6005719069928057,-0.2316799334293728,9.57696986176813,0.010859218233013637
2020-06-16,-0.00020411353373983308,0.5243708300890995,0.6157462016361834,-0.14942979552483396,9.886821734744412,0.010635825151460741
2020-06-17,0.000148027772751305,0.4996182029964438,0.5860253520432678,0.11031669717516938,9.29257868075608,0.010387511961584054
2020-06-18,0.0005191559742353919,0.49820072920708414,0.6061147038216701,0.4045527547109306,9.68852006387099,0.009936232334839512
2020-06-19,0.0005346107926667835,0.49652845391892186,0.5902973233705227,0.4142124466706929,9.374884456957885,0.009935261355935853
2020-06-22,0.0005461130847556552,0.49293572802225655,0.5800332059614922,0.4207506297628309,9.178756938341609,0.009938598586443748
2020-06-23,0.0005344260655051178,0.505403731103116,0.5347189341675029,0.4154479772252527,8.372786341534765,0.009923746368705464
2020-06-24,0.00028699981518289907,0.49516598356551406,0.5482266254200525,0.2322732758147932,8.603688207160506,0.009589244376063337
2020-06-25,5.014245036761048e-05,0.4571441308465444,0.49351706928696104,0.04183295096298829,7.709631134922337,0.009342176561308221
2020-06-26,-0.00024441505207712765,0.4770217481570511,0.524152063945017,-0.20908541197715902,8.197085643926147,0.00910339302879189
2020-06-29,-0.0003410589012926769,0.47907954801302594,0.5135316805267932,-0.2892024287333277,8.024560517516448,0.00919949608012945
2020-06-30,-0.00028297647262213077,0.4800636869110747,0.5117767685540424,-0.238902143332491,7.9964270745550765,0.00920890198586113
2020-07-01,-0.00014453339344758145,0.46745081004288924,0.4743775712159529,-0.12126625931276332,7.419763228548468,0.009178322818297538
2020-07-02,-3.1975808950538884e-05,0.4705050625508814,0.47261457669934237,-0.02686086138935681,7.393573808469514,0.009191430090543646
2020-07-06,0.00025226146158745634,0.4575693164990345,0.46699783811599005,0.21531332572213285,7.310681560545785,0.00899662035146252
2020-07-07,0.00024596887552803077,0.4841800386765436,0.44723154788511055,0.21309978109222313,7.025213201020537,0.008949978850770908
2020-07-08,0.00023880315579345767,0.48375015619931405,0.4470032426121705,0.20664416908981326,7.021969874293164,0.008950937863241382
2020-07-09,0.00013659488197583815,0.4653100315472526,0.4198309018271964,0.12003274971771884,6.643926539552396,0.008862435744236107
2020-07-10,-0.0007026065506630079,0.4180768398495479,0.6708269194922563,-1.1576183915851994,11.14956702564419,0.004729809705671565
2020-07-13,-0.0005506288677111034,0.4119022180814337,0.6800075298717076,-0.9405421219299936,11.385494529165559,0.004561904208506496
2020-07-14,-0.0004057837483206467,0.42762598538142743,0.695474289307547,-0.707336949776536,11.803029008242829,0.004478605565233236
2020-07-15,-0.00037731790128312507,0.42885013694809626,0.6888515791467785,-0.6533622127881097,11.621011904623886,0.004486778626584498
2020-07-16,-0.00028961282682344507,0.42824041779684396,0.6886525332596851,-0.502175538890398,11.615618078242386,0.00448660039423357
2020-07-17,-0.00018440671705105156,0.43908148219845516,0.6969736063583154,-0.3257282901537516,11.844939721301634,0.004418031452277066
2020-07-20,-7.6138739998685276e-06,0.4299894145454204,0.691065037921681,-0.01365784383214213,11.681291144267211,0.004332210625237116
