asset,latest_beta,latest_r_squared,avg_beta_full_sample,avg_beta_normal_regime,avg_beta_stress_regime,max_rolling_beta,min_rolling_beta,avg_residual_vol_daily
QQQ,1.4259619057005768,0.8682088488109069,1.2377821047216113,1.2491862247895844,1.213199890352869,1.5088857299621117,0.8170194780424052,0.004809999531299168
TLT,0.2772313666527386,0.223344090374488,0.02368151673032811,0.0543653972562253,-0.04245929240327253,0.7297514337391823,-0.66883442840612,0.009504219504838667
GLD,1.1716504056476365,0.42602992916858384,0.17101557290838,0.18739592651201098,0.1357068106961088,1.2725993735076533,-0.8899413501929083,0.010258210171564332
HYG,0.269085368145616,0.6983486816191352,0.30968109646693665,0.2713540296650776,0.39229721823983277,0.5604047611049543,0.13754539767426777,0.002918401035454218
SHY,0.0638023122780892,0.3492293958899637,0.006565238730447876,0.007348556178840551,0.004876754452801441,0.0802763583695402,-0.15952030306009407,0.0009629696071722499
